2025-11-18 13:02:56 | INFO | ================================================================================
2025-11-18 13:02:56 | INFO | 🚀 STARTING 100M PARAMETER TRAINING
2025-11-18 13:02:56 | INFO | ================================================================================
2025-11-18 13:02:56 | INFO | Device: cuda:0
2025-11-18 13:02:56 | INFO | Distributed: Rank 0/1
2025-11-18 13:02:56 | INFO | Loaded config from /project/code/configs/moe/minimal_working.yaml
2025-11-18 13:02:56 | INFO | 
📊 Training Config:
2025-11-18 13:02:56 | INFO |    Epochs: 3
2025-11-18 13:02:56 | INFO |    Batch size: 2
2025-11-18 13:02:56 | INFO |    Learning rate: 1.00e-04
2025-11-18 13:02:56 | INFO |    Gradient accumulation: 4
2025-11-18 13:02:56 | INFO | 
🤖 Creating model...
2025-11-18 13:02:57 | INFO |    Parameters: 58,252,792 (58.3M)
2025-11-18 13:02:57 | INFO | 
⚡ Setting up optimizer and scheduler...
2025-11-18 13:02:59 | INFO | 
📊 Creating dataloaders...
2025-11-18 13:02:59 | INFO | 
================================================================================
2025-11-18 13:02:59 | INFO | 🏋️  STARTING TRAINING
2025-11-18 13:02:59 | INFO | ================================================================================
2025-11-18 13:03:00 | INFO | Epoch 1 | Batch 0/100000 | Loss: 10.9919 | Avg Loss: 10.9919 | LR: 1.00e-05
2025-11-18 13:03:00 | INFO | Epoch 1 | Batch 10/100000 | Loss: 11.0081 | Avg Loss: 11.0110 | LR: 1.18e-05
2025-11-18 13:03:00 | INFO | Epoch 1 | Batch 20/100000 | Loss: 11.0071 | Avg Loss: 11.0059 | LR: 1.45e-05
2025-11-18 13:03:01 | INFO | Epoch 1 | Batch 30/100000 | Loss: 10.9363 | Avg Loss: 11.0055 | LR: 1.63e-05
2025-11-18 13:03:01 | INFO | Epoch 1 | Batch 40/100000 | Loss: 11.0020 | Avg Loss: 11.0057 | LR: 1.90e-05
2025-11-18 13:03:01 | INFO | Epoch 1 | Batch 50/100000 | Loss: 10.9882 | Avg Loss: 11.0030 | LR: 2.08e-05
2025-11-18 13:03:01 | INFO | Epoch 1 | Batch 60/100000 | Loss: 11.0028 | Avg Loss: 11.0017 | LR: 2.35e-05
2025-11-18 13:03:01 | INFO | Epoch 1 | Batch 70/100000 | Loss: 10.9780 | Avg Loss: 11.0021 | LR: 2.53e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 80/100000 | Loss: 10.9523 | Avg Loss: 11.0029 | LR: 2.80e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 90/100000 | Loss: 10.9333 | Avg Loss: 11.0012 | LR: 2.98e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 100/100000 | Loss: 11.0098 | Avg Loss: 11.0003 | LR: 3.25e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 110/100000 | Loss: 11.0004 | Avg Loss: 10.9995 | LR: 3.43e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 120/100000 | Loss: 11.0037 | Avg Loss: 10.9997 | LR: 3.70e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 130/100000 | Loss: 10.9952 | Avg Loss: 11.0001 | LR: 3.88e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 140/100000 | Loss: 11.0468 | Avg Loss: 11.0001 | LR: 4.15e-05
2025-11-18 13:03:02 | INFO | Epoch 1 | Batch 150/100000 | Loss: 10.9800 | Avg Loss: 11.0005 | LR: 4.33e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 160/100000 | Loss: 11.0355 | Avg Loss: 11.0006 | LR: 4.60e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 170/100000 | Loss: 10.9681 | Avg Loss: 11.0007 | LR: 4.78e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 180/100000 | Loss: 10.9857 | Avg Loss: 11.0001 | LR: 5.05e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 190/100000 | Loss: 10.9949 | Avg Loss: 10.9995 | LR: 5.23e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 200/100000 | Loss: 11.0089 | Avg Loss: 10.9996 | LR: 5.50e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 210/100000 | Loss: 11.0334 | Avg Loss: 10.9996 | LR: 5.68e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 220/100000 | Loss: 10.9980 | Avg Loss: 10.9994 | LR: 5.95e-05
2025-11-18 13:03:03 | INFO | Epoch 1 | Batch 230/100000 | Loss: 10.9880 | Avg Loss: 10.9988 | LR: 6.13e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 240/100000 | Loss: 11.0455 | Avg Loss: 10.9995 | LR: 6.40e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 250/100000 | Loss: 11.0083 | Avg Loss: 11.0001 | LR: 6.58e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 260/100000 | Loss: 11.0342 | Avg Loss: 11.0002 | LR: 6.85e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 270/100000 | Loss: 10.9796 | Avg Loss: 11.0001 | LR: 7.03e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 280/100000 | Loss: 10.9742 | Avg Loss: 10.9999 | LR: 7.30e-05
2025-11-18 13:03:04 | INFO | Epoch 1 | Batch 290/100000 | Loss: 11.0272 | Avg Loss: 10.9993 | LR: 7.48e-05
2025-11-18 13:03:05 | INFO | Epoch 1 | Batch 300/100000 | Loss: 11.0375 | Avg Loss: 10.9993 | LR: 7.75e-05
2025-11-18 13:03:05 | INFO | Epoch 1 | Batch 310/100000 | Loss: 11.0675 | Avg Loss: 10.9997 | LR: 7.93e-05
2025-11-18 13:03:05 | INFO | Epoch 1 | Batch 320/100000 | Loss: 11.0361 | Avg Loss: 10.9993 | LR: 8.20e-05
