2025-11-18 02:39:41 | INFO | ================================================================================
2025-11-18 02:39:41 | INFO | 🚀 STARTING 100M PARAMETER TRAINING
2025-11-18 02:39:41 | INFO | ================================================================================
2025-11-18 02:39:41 | INFO | Device: cuda:0
2025-11-18 02:39:41 | INFO | Distributed: Rank 0/1
2025-11-18 02:39:41 | INFO | Loaded config from code/configs/moe/minimal_working.yaml
2025-11-18 02:39:41 | INFO | 
📊 Training Config:
2025-11-18 02:39:41 | INFO |    Epochs: 3
2025-11-18 02:39:41 | INFO |    Batch size: 2
2025-11-18 02:39:41 | INFO |    Learning rate: 1.00e-04
2025-11-18 02:39:41 | INFO |    Gradient accumulation: 4
2025-11-18 02:39:41 | INFO | 
🤖 Creating model...
2025-11-18 02:39:41 | INFO |    Parameters: 58,252,792 (58.3M)
2025-11-18 02:39:41 | INFO | 
⚡ Setting up optimizer and scheduler...
2025-11-18 02:39:42 | INFO | 
📊 Creating dataloaders...
2025-11-18 02:39:42 | INFO | 
================================================================================
2025-11-18 02:39:42 | INFO | 🏋️  STARTING TRAINING
2025-11-18 02:39:42 | INFO | ================================================================================
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 0/5000 | Loss: 11.0015 | Avg Loss: 11.0015 | LR: 1.00e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 10/5000 | Loss: 11.0157 | Avg Loss: 10.9934 | LR: 1.18e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 20/5000 | Loss: 11.0331 | Avg Loss: 10.9993 | LR: 1.45e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 30/5000 | Loss: 10.9882 | Avg Loss: 10.9961 | LR: 1.63e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 40/5000 | Loss: 11.0127 | Avg Loss: 10.9964 | LR: 1.90e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 50/5000 | Loss: 11.0358 | Avg Loss: 10.9986 | LR: 2.08e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 60/5000 | Loss: 10.9978 | Avg Loss: 11.0009 | LR: 2.35e-05
2025-11-18 02:39:42 | INFO | Epoch 1 | Batch 70/5000 | Loss: 10.9733 | Avg Loss: 11.0006 | LR: 2.53e-05
2025-11-18 02:39:43 | INFO | Epoch 1 | Batch 80/5000 | Loss: 11.0114 | Avg Loss: 10.9986 | LR: 2.80e-05
2025-11-18 02:39:43 | INFO | Epoch 1 | Batch 90/5000 | Loss: 11.0178 | Avg Loss: 10.9990 | LR: 2.98e-05
2025-11-18 02:39:43 | INFO | Epoch 1 | Batch 100/5000 | Loss: 11.0223 | Avg Loss: 10.9997 | LR: 3.25e-05
2025-11-18 02:39:43 | INFO | Epoch 1 | Batch 110/5000 | Loss: 11.0018 | Avg Loss: 10.9996 | LR: 3.43e-05
