2025-11-18 12:04:26 | INFO | ================================================================================
2025-11-18 12:04:26 | INFO | 🚀 STARTING 100M PARAMETER TRAINING
2025-11-18 12:04:26 | INFO | ================================================================================
2025-11-18 12:04:26 | INFO | Device: cuda:0
2025-11-18 12:04:26 | INFO | Distributed: Rank 0/1
2025-11-18 12:04:26 | INFO | Loaded config from code/configs/moe/minimal_working.yaml
2025-11-18 12:04:26 | INFO | 
📊 Training Config:
2025-11-18 12:04:26 | INFO |    Epochs: 3
2025-11-18 12:04:26 | INFO |    Batch size: 2
2025-11-18 12:04:26 | INFO |    Learning rate: 1.00e-04
2025-11-18 12:04:26 | INFO |    Gradient accumulation: 4
2025-11-18 12:04:26 | INFO | 
🤖 Creating model...
2025-11-18 12:04:26 | INFO |    Parameters: 58,252,792 (58.3M)
2025-11-18 12:04:26 | INFO | 
⚡ Setting up optimizer and scheduler...
2025-11-18 12:04:27 | INFO | 
📊 Creating dataloaders...
2025-11-18 12:04:29 | INFO | 
================================================================================
2025-11-18 12:04:29 | INFO | 🏋️  STARTING TRAINING
2025-11-18 12:04:29 | INFO | ================================================================================
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 0/4615310 | Loss: 10.9846 | Avg Loss: 10.9846 | LR: 1.00e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 10/4615310 | Loss: 11.0424 | Avg Loss: 11.0120 | LR: 1.18e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 20/4615310 | Loss: 10.9696 | Avg Loss: 10.9999 | LR: 1.45e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 30/4615310 | Loss: 11.0225 | Avg Loss: 11.0021 | LR: 1.63e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 40/4615310 | Loss: 10.9966 | Avg Loss: 11.0010 | LR: 1.90e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 50/4615310 | Loss: 11.0095 | Avg Loss: 11.0017 | LR: 2.08e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 60/4615310 | Loss: 10.9819 | Avg Loss: 11.0023 | LR: 2.35e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 70/4615310 | Loss: 10.9801 | Avg Loss: 11.0013 | LR: 2.53e-05
2025-11-18 12:04:30 | INFO | Epoch 1 | Batch 80/4615310 | Loss: 11.0096 | Avg Loss: 11.0022 | LR: 2.80e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 90/4615310 | Loss: 10.9756 | Avg Loss: 11.0004 | LR: 2.98e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 100/4615310 | Loss: 10.9796 | Avg Loss: 10.9992 | LR: 3.25e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 110/4615310 | Loss: 11.0103 | Avg Loss: 10.9995 | LR: 3.43e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 120/4615310 | Loss: 10.9827 | Avg Loss: 10.9997 | LR: 3.70e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 130/4615310 | Loss: 11.0132 | Avg Loss: 10.9996 | LR: 3.88e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 140/4615310 | Loss: 11.0731 | Avg Loss: 11.0000 | LR: 4.15e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 150/4615310 | Loss: 11.0050 | Avg Loss: 10.9998 | LR: 4.33e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 160/4615310 | Loss: 10.9841 | Avg Loss: 11.0000 | LR: 4.60e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 170/4615310 | Loss: 10.9927 | Avg Loss: 10.9992 | LR: 4.78e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 180/4615310 | Loss: 11.0151 | Avg Loss: 11.0000 | LR: 5.05e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 190/4615310 | Loss: 10.9761 | Avg Loss: 10.9994 | LR: 5.23e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 200/4615310 | Loss: 11.0165 | Avg Loss: 10.9989 | LR: 5.50e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 210/4615310 | Loss: 11.0059 | Avg Loss: 10.9987 | LR: 5.68e-05
2025-11-18 12:04:31 | INFO | Epoch 1 | Batch 220/4615310 | Loss: 11.0543 | Avg Loss: 10.9984 | LR: 5.95e-05
