2025-11-18 17:25:52 | INFO | ================================================================================
2025-11-18 17:25:52 | INFO | 🚀 STARTING 100M PARAMETER TRAINING
2025-11-18 17:25:52 | INFO | ================================================================================
2025-11-18 17:25:52 | INFO | Device: cuda:0
2025-11-18 17:25:52 | INFO | Distributed: Rank 0/1
2025-11-18 17:25:52 | INFO | Loaded config from /project/code/configs/moe/minimal_working.yaml
2025-11-18 17:25:52 | INFO | ✓ Loaded tokenizer from code/models/tokenizer/enhanced-50680
2025-11-18 17:25:52 | INFO | 
📊 Training Config:
2025-11-18 17:25:52 | INFO |    Epochs: 3
2025-11-18 17:25:52 | INFO |    Batch size: 2
2025-11-18 17:25:52 | INFO |    Learning rate: 1.00e-04
2025-11-18 17:25:52 | INFO |    Gradient accumulation: 1
2025-11-18 17:25:52 | INFO | 
🤖 Creating MoE model...
2025-11-18 17:25:52 | INFO |    Parameters: 62,403,588 (62.4M)
2025-11-18 17:25:52 | INFO | 
⚡ Setting up optimizer and scheduler...
2025-11-18 17:25:52 | INFO |    Optimizer: Lion (lr=1.00e-04, betas=[0.9, 0.99])
2025-11-18 17:25:52 | INFO | 
📊 Creating dataloaders...
2025-11-18 17:26:05 | INFO | 
================================================================================
2025-11-18 17:26:05 | INFO | 🏋️  STARTING TRAINING
2025-11-18 17:26:05 | INFO | ================================================================================
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 0/1637089 | Loss: 10.9698 | Avg Loss: 10.9698 | LR: 1.09e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 10/1637089 | Loss: 10.8750 | Avg Loss: 10.9142 | LR: 1.99e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 20/1637089 | Loss: 10.7853 | Avg Loss: 10.8505 | LR: 2.89e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 30/1637089 | Loss: 10.4345 | Avg Loss: 10.7213 | LR: 3.79e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 40/1637089 | Loss: 10.2843 | Avg Loss: 10.5521 | LR: 4.69e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 50/1637089 | Loss: 9.3034 | Avg Loss: 10.3876 | LR: 5.59e-05
2025-11-18 17:26:06 | INFO | Epoch 1 | Batch 60/1637089 | Loss: 9.3352 | Avg Loss: 10.2212 | LR: 6.49e-05
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 70/1637089 | Loss: 7.8650 | Avg Loss: 10.0437 | LR: 7.39e-05
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 80/1637089 | Loss: 9.7319 | Avg Loss: 9.9075 | LR: 8.29e-05
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 90/1637089 | Loss: 8.2806 | Avg Loss: 9.7030 | LR: 9.19e-05
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 100/1637089 | Loss: 8.3400 | Avg Loss: 9.5167 | LR: 1.00e-04
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 110/1637089 | Loss: 7.1984 | Avg Loss: 9.3304 | LR: 1.00e-04
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 120/1637089 | Loss: 7.1103 | Avg Loss: 9.2131 | LR: 1.00e-04
2025-11-18 17:26:07 | INFO | Epoch 1 | Batch 130/1637089 | Loss: 8.0209 | Avg Loss: 9.0912 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 140/1637089 | Loss: 7.7231 | Avg Loss: 8.9792 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 150/1637089 | Loss: 7.5642 | Avg Loss: 8.8896 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 160/1637089 | Loss: 8.1445 | Avg Loss: 8.8148 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 170/1637089 | Loss: 7.5035 | Avg Loss: 8.7471 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 180/1637089 | Loss: 7.2203 | Avg Loss: 8.6900 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 190/1637089 | Loss: 7.9327 | Avg Loss: 8.6261 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 200/1637089 | Loss: 7.4428 | Avg Loss: 8.5631 | LR: 1.00e-04
2025-11-18 17:26:08 | INFO | Epoch 1 | Batch 210/1637089 | Loss: 7.3170 | Avg Loss: 8.5188 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 220/1637089 | Loss: 8.4751 | Avg Loss: 8.4719 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 230/1637089 | Loss: 9.5358 | Avg Loss: 8.4562 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 240/1637089 | Loss: 7.1262 | Avg Loss: 8.4023 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 250/1637089 | Loss: 7.9768 | Avg Loss: 8.3568 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 260/1637089 | Loss: 7.0002 | Avg Loss: 8.3207 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 270/1637089 | Loss: 7.1291 | Avg Loss: 8.2618 | LR: 1.00e-04
2025-11-18 17:26:09 | INFO | Epoch 1 | Batch 280/1637089 | Loss: 6.3692 | Avg Loss: 8.2438 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 290/1637089 | Loss: 7.3318 | Avg Loss: 8.2260 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 300/1637089 | Loss: 6.2214 | Avg Loss: 8.1983 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 310/1637089 | Loss: 7.0547 | Avg Loss: 8.1740 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 320/1637089 | Loss: 6.1465 | Avg Loss: 8.1496 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 330/1637089 | Loss: 6.8115 | Avg Loss: 8.1162 | LR: 1.00e-04
2025-11-18 17:26:10 | INFO | Epoch 1 | Batch 340/1637089 | Loss: 6.5246 | Avg Loss: 8.0890 | LR: 1.00e-04
